overall_qual,exter_qual,exter_cond,bsmt_qual,fireplace_qu,heating_qc,lot_frontage,lot_area,overall_cond,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,full_bath,bedroom_abvgr,totrms_abvgrd,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,built_after_1974,remod_after_1993,bsmt_full_bath,bsmt_half_bath,garage_after_1978,sold_after_2008,fireplaces,bsmt_exposure,ms_zoning,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,mas_vnr_type,heating,central_air,electrical,functional,garage_type,garage_finish,paved_drive,fence,misc_feature,sale_type,foundation_CBlock,foundation_PConc,neighborhood_CollgCr,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_NAmes,neighborhood_NWAmes,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_2nd_HdBoard,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,saleprice,id
-0.07864410289348696,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,-0.9761413325783859,-1.2018742933257818,-2.142145731340843,-1.243940216600457,-0.5091021297587294,0.7652731380372017,-0.11946847957664243,-0.29065321142560613,-1.0596455109592415,-1.2771767981873579,-1.7194086031207674,0.41044250327545534,-0.10797703168802328,-1.0239929040267692,-1.0512320477524484,-1.0206605134498685,-1.5616203187259874,-1.0137863457660792,-0.9692633716838008,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,0,0.0,0.0,0,0,0,1.0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,85400,1044
0.6226561363871311,1.0102726013965506,-0.23024266611095967,0.5657705257980968,-0.9761413325783859,0.8730787164479374,-0.2314758773888018,-0.38232716975194014,-0.5091021297587294,-0.565901341922578,-0.10645562665999278,-0.29065321142560613,0.5563958915175786,0.3346567381189749,0.10978154751290431,-0.7738591224212686,-0.10797703168802328,-0.5822807357407311,0.7697788728052137,-1.0206605134498685,-0.27944126600100755,0.2931123312711481,0.7337906076371344,0.08688474718735874,0.15649703357372255,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,0.0,0.0,1,0,0,3.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,183600,2752
-0.7799443421741051,1.0102726013965506,-0.23024266611095967,-3.8716877855284664,0.6844054242241598,0.8730787164479374,2.256838351013857,2.423255809242404,1.302118109851252,-0.565901341922578,-0.9587974927005453,-0.29065321142560613,-1.275417381109137,-2.350991416167991,0.3116232193069646,0.9367987813628882,-0.10797703168802328,1.0326669202552816,-1.0512320477524484,1.3994258600595888,0.3616482603614824,0.2931123312711481,0.4746302194796008,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,1,0.0,0.0,0,1,1,0.0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,131000,807
1.3239563756677493,1.0102726013965506,-0.23024266611095967,0.5657705257980968,-0.9761413325783859,0.8730787164479374,-2.008843183390701,-1.100783090187093,-0.5091021297587294,2.050545049722506,0.8044440775054832,-0.29065321142560613,-0.9450167049421097,-0.21670149223132928,-0.5108815932538312,0.7417649818929912,-0.10797703168802328,0.21519960428700288,0.7697788728052137,0.1893826733048602,0.3616482603614824,0.2931123312711481,0.03035526835240032,0.5848691788877105,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,1.0,0.0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,200000,1177
0.6226561363871311,1.0102726013965506,-0.23024266611095967,0.5657705257980968,-0.9761413325783859,0.8730787164479374,0.212865949111673,-0.06500790198179938,-0.5091021297587294,-0.565901341922578,-0.9067460810339467,-0.29065321142560613,1.707179198983687,0.6525770080387068,0.4958037448190447,-0.7738591224212686,-0.10797703168802328,-0.27648000385039706,0.7697788728052137,0.1893826733048602,-0.27944126600100755,0.2931123312711481,0.6319775980038177,-0.7301209610710309,0.036612663300710745,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,0.0,0.0,1,0,0,3.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,193000,1480
-0.7799443421741051,-0.6909335607252274,-0.23024266611095967,1.6751351036297377,-0.9761413325783859,0.8730787164479374,1.0571154194625751,0.007238233316965719,-0.5091021297587294,-0.565901341922578,-0.9587974927005453,-0.29065321142560613,1.9386844346653456,0.8282112830293278,0.6698921867414217,-0.7738591224212686,-0.10797703168802328,-0.13856986986063854,0.7697788728052137,0.1893826733048602,0.3616482603614824,0.2931123312711481,0.6967676950432011,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,0.0,0.0,1,1,0,3.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,173500,324
-0.7799443421741051,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,-0.9761413325783859,-2.2393507982126413,-1.5645013568902262,-0.8150622347755496,-0.5091021297587294,-0.565901341922578,-0.9587974927005453,-0.29065321142560613,0.12709977486518276,-0.9637029656091607,-1.3636626565837362,0.9180003428597656,-0.10797703168802328,-0.3104578629493231,-1.0512320477524484,1.3994258600595888,0.3616482603614824,1.6000110083083754,0.1830747828023755,-0.7301209610710309,-0.7126646509056132,1.2272680501703586,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,0,0.0,0.0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98000,1311
-0.7799443421741051,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,-0.9761413325783859,-1.2018742933257818,0.47947104501195786,-0.18531922791054373,0.39650799004626136,-0.565901341922578,0.4530970487559425,-0.29065321142560613,-0.21903426683360766,0.14123671376221497,-0.1097212705631363,-0.7738591224212686,-0.10797703168802328,-0.7561674264234701,-1.0512320477524484,0.1893826733048602,-0.9205307923634976,0.2931123312711481,0.03035526835240032,-0.7301209610710309,0.48617905182450505,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,0,1.0,0.0,0,1,0,1.0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,139000,770
-0.07864410289348696,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,0.6844054242241598,0.8730787164479374,0.07956340116153056,-0.2771474779104115,-0.5091021297587294,0.28329617115521255,-0.9587974927005453,-0.29065321142560613,0.2080142261713935,-0.8836670934615359,0.3040541566146874,-0.7738591224212686,-0.10797703168802328,-0.42838102099853687,-1.0512320477524484,0.1893826733048602,0.3616482603614824,0.2931123312711481,0.2524927439160006,0.3436579697828526,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,0,0.0,0.0,0,0,1,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,143500,2063
0.6226561363871311,-0.6909335607252274,-0.23024266611095967,0.5657705257980968,-0.9761413325783859,0.8730787164479374,0.12399758381157804,-0.21142871417868062,-0.5091021297587294,-0.565901341922578,-0.9067460810339467,-0.29065321142560613,0.369843128783815,-0.6702381010678699,-1.0104397309441304,1.0660380460718561,-0.10797703168802328,0.09527774864373459,0.7697788728052137,0.1893826733048602,0.3616482603614824,0.2931123312711481,0.6504890543007844,0.5848691788877105,-0.03831506811992164,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,0.0,0.0,1,1,0,2.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,215200,69
-0.7799443421741051,-0.6909335607252274,-0.23024266611095967,0.5657705257980968,-0.4226257469775373,-0.16439778843892222,1.7680623418633348,-0.1989673684597971,-0.5091021297587294,-0.565901341922578,0.10825644646472656,-0.29065321142560613,-0.3718726748564502,-0.36343392450197476,-0.6824470142787825,-0.7738591224212686,-0.10797703168802328,-1.2098717802738352,-1.0512320477524484,0.1893826733048602,-0.9205307923634976,0.2931123312711481,-0.10848065387484984,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,0,0.0,0.0,0,0,1,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,129000,2062
1.3239563756677493,1.0102726013965506,-0.23024266611095967,0.5657705257980968,1.791436595425857,0.8730787164479374,-1.2978962609899414,-0.6529163910762678,-0.5091021297587294,-0.565901341922578,1.5526831202128386,-0.29065321142560613,-0.50448247005274,0.98605980865381,1.2476639722519194,-0.7738591224212686,-0.10797703168802328,0.31913187917783536,0.7697788728052137,-1.0206605134498685,-0.9205307923634976,0.2931123312711481,0.11828468576299209,0.9194524689363843,0.17148257985784904,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,1.0,0.0,1,1,1,1.0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278000,351
1.3239563756677493,1.0102726013965506,-0.23024266611095967,1.6751351036297377,1.2379210098250086,0.8730787164479374,1.50145724596305,0.4156440043179931,-0.5091021297587294,-0.565901341922578,-0.9587974927005453,-0.29065321142560613,1.4419596085911075,0.33687995678974225,0.11230456841033006,1.6793371022362311,-0.10797703168802328,1.5063582500461914,0.7697788728052137,0.1893826733048602,1.0027377867239724,0.2931123312711481,0.4700023554053592,1.1606636780412423,1.4152829214403468,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,1,1,0.0,0.0,1,0,1,3.0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344133,2393
-0.07864410289348696,-0.6909335607252274,2.4528693122616403,0.5657705257980968,-0.9761413325783859,0.8730787164479374,1.4348059719879787,-0.3093392876841939,1.302118109851252,-0.565901341922578,1.0690387534773595,-0.29065321142560613,-0.7517210712661617,0.24572799128828068,0.05679810866696347,-0.7738591224212686,-0.10797703168802328,-0.624253385215875,0.7697788728052137,0.1893826733048602,-0.27944126600100755,0.2931123312711481,-0.2473165761021,3.0281052969175613,-0.3979681789389571,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,0.782245744555782,1,1,1.0,0.0,1,1,0,1.0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,185000,12
-0.7799443421741051,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,-0.9761413325783859,-1.2018742933257818,1.3681546980129073,3.64713797806132,-0.5091021297587294,-0.565901341922578,1.3314646206297944,-0.29065321142560613,-1.275417381109137,-0.0032724998376631427,-0.2737176288958103,-0.7738591224212686,-0.10797703168802328,-0.8860827700370107,-1.0512320477524484,0.1893826733048602,-0.9205307923634976,0.2931123312711481,0.4561187631826341,1.3240648196929201,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,0,1.0,0.0,0,0,0,2.0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,145000,2339
-0.07864410289348696,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,0.6844054242241598,0.8730787164479374,1.0126812368125275,0.07533058670943632,0.39650799004626136,-0.5486878788196498,1.8866796784068465,-0.29065321142560613,-0.9585024468264781,0.879345312456977,0.7279216673822141,-0.7738591224212686,-0.10797703168802328,-0.0925998251973857,0.7697788728052137,0.1893826733048602,-0.27944126600100755,0.2931123312711481,0.26174847206448393,-0.7301209610710309,0.021627117016584266,-0.3772642570941544,-0.10273842098272254,4.733046089500939,-0.06348005083768206,-0.08996768869403445,0,0,1.0,0.0,0,1,1,1.0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,187500,624
-0.7799443421741051,-0.6909335607252274,2.4528693122616403,-0.5435940520335439,1.2379210098250086,0.8730787164479374,-0.18704169473875432,-0.23961509139996473,2.207728229656243,-0.565901341922578,0.24055378445066475,0.41876518625298564,-0.7719496840927145,-0.36343392450197476,-0.6824470142787825,-0.7738591224212686,-0.10797703168802328,-1.2098717802738352,-1.0512320477524484,0.1893826733048602,-0.9205307923634976,-1.0137863457660792,-0.6360571583384005,2.506777844981255,1.4452540140085997,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,1,1.0,0.0,0,1,1,1.0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,138500,86
-0.7799443421741051,-0.6909335607252274,-0.23024266611095967,-0.5435940520335439,1.2379210098250086,0.8730787164479374,0.035129218511483075,0.24252030843779004,0.39650799004626136,-0.565901341922578,0.35550065188107005,-0.29065321142560613,-0.5202158355845032,-0.25671942830514166,0.2535937386661723,0.8075595166539203,-0.10797703168802328,0.8767685079190328,0.7697788728052137,1.3994258600595888,0.3616482603614824,-1.0137863457660792,-1.0803321094656009,-0.7301209610710309,-0.11324279954055402,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,1,0.0,0.0,0,0,1,1.0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198000,1534
-0.7799443421741051,-0.6909335607252274,2.4528693122616403,-0.5435940520335439,-0.9761413325783859,-2.2393507982126413,0.25730013176172045,-0.26928496215921116,0.39650799004626136,-0.565901341922578,-0.9587974927005453,-0.29065321142560613,0.8755584494476322,-0.22337114824363133,-0.3292240886391769,1.4749040835147726,-0.10797703168802328,0.9826994804039199,0.7697788728052137,1.3994258600595888,1.6438273130864625,-2.3206850228033065,-2.191019487283602,-0.7301209610710309,-0.7126646509056132,1.845681543595223,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,-0.08996768869403445,0,1,0.0,0.0,0,0,0,1.0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,119600,2243
-0.7799443421741051,-0.6909335607252274,2.4528693122616403,-0.5435940520335439,-0.4226257469775373,0.8730787164479374,-0.40921260798899173,-0.29687794196531037,1.302118109851252,-0.565901341922578,-0.9587974927005453,-0.29065321142560613,0.23498570994013043,-0.8569884694123276,-1.2425576535073,-0.18170830957290662,-0.10797703168802328,-1.149910852452201,-1.0512320477524484,0.1893826733048602,-0.27944126600100755,0.2931123312711481,0.4746302194796008,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.28785557676487733,-0.06348005083768206,3.398886044305231,0,1,0.0,0.0,1,0,1,2.0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,122900,1957
